Player,Overall,Goals,Assists,Expected Goals,Pace,Shooting,Passing,Dribbling,Defending,Physicality,National Team,League,Club Team,Age,Height_cm,Weight_kg,Position
Thomas Müller,82,5,9,5.7,57,82,83,79,55,68,Germany,Bundesliga,Bayern Munich,35,185,76,CAM
Abdul Mumin,70,1,0,0.4,77,36,57,63,69,74,Ghana,La Liga,Rayo Vallecano,26,188,79,CB
Marshall Munetsi,76,4,3,6.2,69,69,71,72,73,80,Zimbabwe,Ligue 1,Reims,28,188,83,CM
Rodrigo Muniz,75,9,1,8.7,73,74,59,71,42,77,Brazil,Premier League,Fulham,23,185,79,ST
Aihen Muñoz,74,0,2,0.3,77,54,69,73,72,70,Spain,La Liga,Real Sociedad,27,175,68,LB
Daniel Muñoz,80,0,4,1.2,84,66,72,76,75,82,Colombia,Premier League,Crystal Palace,28,181,73,RB
Iker Muñoz,63,4,0,1.1,60,53,57,62,53,55,Spain,La Liga,Osasuna,21,180,73,CM
Luis Muriel,78,2,1,1.5,85,78,73,82,29,67,Colombia,Serie A,Atalanta,33,179,79,ST
Murillo,78,0,2,1.8,72,43,61,67,78,82,Brazil,Premier League,Nott'ham Forest,22,180,75,CB
Vedat Muriqi,80,7,2,10.4,53,82,63,73,29,82,Kosovo,La Liga,Mallorca,30,194,92,ST
Alex Murphy,64,0,0,0.0,65,34,54,57,62,68,Republic of Ireland,Premier League,Newcastle Utd,20,188,76,CB
Jacob Murphy,76,3,7,2.1,82,70,71,78,61,69,England,Premier League,Newcastle Utd,29,179,74,RW
Yunus Musah,75,0,2,0.6,88,69,71,81,71,82,United States,Serie A,Milan,21,178,75,CM
Jamal Musiala,87,10,5,7.9,84,81,78,90,63,64,Germany,Bundesliga,Bayern Munich,21,184,72,CAM
Florent Muslija,73,0,0,0.1,78,67,71,77,30,49,Kosovo,Bundesliga,Freiburg,26,172,65,CAM
Juan Musso,79,0,0,0.0,79,77,73,82,44,81,Argentina,Serie A,Atalanta,30,191,93,GK
Yvon Mvogo,77,0,0,0.0,78,77,74,77,42,76,Switzerland,Ligue 1,Lorient,30,189,93,GK
Joel Mvuka,68,0,0,0.0,91,57,59,72,41,46,Norway,Ligue 1,Lorient,21,178,66,RM
Junior Mwanga,72,1,1,1.4,68,50,62,68,71,72,France,Ligue 1,Strasbourg,21,184,80,CDM
Phillipp Mwene,74,1,2,1.4,80,54,66,75,68,69,Austria,Bundesliga,Mainz 05,30,172,68,LB
Vitaliy Mykolenko,77,2,0,1.5,75,51,65,61,76,69,Ukraine,Premier League,Everton,25,180,71,LB
Joakim Mæhle,78,2,3,1.4,76,57,71,74,73,78,Denmark,Bundesliga,Wolfsburg,27,185,79,RB
Nacho,67,0,1,0.5,76,70,64,66,45,64,Spain,La Liga,Real Madrid,31,177,71,LM
Bilal Nadir,63,0,0,0.1,58,52,61,63,57,59,Morocco,Ligue 1,Marseille,20,179,62,CM
Marvelous Nakamba,74,0,0,0.2,58,49,62,71,74,74,Zimbabwe,Premier League,Luton Town,30,178,71,CDM
Keito Nakamura,74,4,1,3.2,77,72,70,76,41,69,Japan,Ligue 1,Reims,24,180,75,LM
Nahitan Nández,75,2,3,3.7,81,61,71,77,68,79,Uruguay,Serie A,Cagliari,28,172,70,RM
Natan,74,0,0,0.4,59,33,48,50,77,74,Brazil,Serie A,Napoli,23,188,85,CB
Jesús Navas,80,0,2,0.1,81,68,79,80,76,55,Spain,La Liga,Sevilla,38,172,60,RB
Michel Ndary Adopo,65,0,1,0.1,58,56,62,65,66,63,France,Serie A,Atalanta,24,187,84,CM
Youssouf Ndayishimiye,76,0,0,1.2,70,49,68,72,76,80,Burundi,Ligue 1,Nice,25,183,79,CDM
Iliman Ndiaye,75,3,3,4.5,84,72,63,82,40,62,Senegal,Ligue 1,Marseille,24,180,70,ST
Massamba Ndiaye,67,0,0,0.0,70,65,65,71,25,63,Senegal,Ligue 1,Clermont Foot,22,202,80,GK
Rassoul Ndiaye,69,0,0,0.2,71,53,64,68,65,71,Senegal,Ligue 1,Le Havre,22,179,70,CDM
Cher Ndour,69,0,0,0.0,55,62,69,69,58,70,Italy,Ligue 1,Paris S-G,20,190,84,CM
Dan Ndoye,75,1,1,4.9,81,67,67,78,64,68,Switzerland,Serie A,Bologna,23,184,79,RM
Reiss Nelson,75,0,0,0.2,85,67,71,78,36,55,England,Premier League,Arsenal,24,175,71,RW
Zack Nelson,57,0,0,0.0,69,57,48,57,23,50,England,Premier League,Luton Town,19,181,74,ST
Neto,78,0,0,0.0,80,72,73,82,53,76,Brazil,Premier League,Bournemouth,35,190,83,GK
Pedro Neto,79,2,9,3.5,88,74,72,83,31,59,Portugal,Premier League,Wolves,24,172,62,RW
Luca Netz,74,0,4,1.0,77,48,69,72,71,66,Germany,Bundesliga,Gladbach,21,184,83,LB
Manuel Neuer,86,0,0,0.0,83,81,90,83,49,88,Germany,Bundesliga,Bayern Munich,38,193,93,GK
Florian Neuhaus,76,4,2,4.3,67,71,74,77,66,69,Germany,Bundesliga,Gladbach,27,185,77,CM
Carlos Neva,73,0,2,0.1,77,52,62,70,69,68,Spain,La Liga,Granada,28,174,64,LB
Steve Ngoura,65,0,1,0.5,63,65,48,65,19,53,France,Ligue 1,Le Havre,19,185,75,ST
Tanguy Nianzou,73,0,0,0.0,60,37,55,63,72,75,France,La Liga,Sevilla,22,191,83,CB
Rasmus Nicolaisen,76,2,0,1.1,49,41,57,60,76,80,Denmark,Ligue 1,Toulouse,27,191,81,CB
Moritz Nicolas,73,0,0,0.0,76,74,68,77,21,70,Germany,Bundesliga,Gladbach,26,193,89,GK
Hans Nicolussi Caviglia,66,0,1,0.1,63,53,67,67,53,49,Italy,Serie A,Juventus,24,184,79,CM
Justin Njinmah,73,6,2,4.9,90,75,62,73,30,59,Germany,Bundesliga,Werder Bremen,23,184,75,ST
Eddie Nketiah,76,5,2,4.5,79,74,58,78,25,66,England,Premier League,Arsenal,25,180,73,ST
Niels Nkounkou,73,3,2,1.3,78,49,69,75,66,73,France,Bundesliga,Eint Frankfurt,23,180,77,LB
Christopher Nkunku,84,3,0,2.3,81,81,81,86,60,67,France,Premier League,Chelsea,26,177,68,CAM
Felix Nmecha,77,1,2,1.7,80,69,71,80,75,81,Germany,Bundesliga,Dortmund,23,194,80,CM
Lukas Nmecha,77,1,0,0.1,76,77,66,77,40,77,Germany,Bundesliga,Wolfsburg,25,185,80,ST
Arnaud Nordin,74,5,3,3.6,81,71,70,76,37,56,France,Ligue 1,Montpellier,26,170,69,RM
Rhys Norrington-Davies,68,0,0,0.0,68,44,61,64,65,66,Wales,Premier League,Sheffield Utd,25,181,70,LB
Tijjani Noslin,75,5,4,3.6,80,73,66,78,43,74,Holland,Serie A,Hellas Verona,25,178,73,ST
Randy Nteka,71,1,1,2.3,72,70,64,71,54,83,France,La Liga,Rayo Vallecano,26,189,75,ST
Ernest Nuamah,74,3,2,4.0,85,67,63,79,24,62,Ghana,Ligue 1,Lyon,20,178,71,RW
Alexander Nübel,80,0,0,0.0,81,76,81,82,48,78,Germany,Bundesliga,Stuttgart,27,193,86,GK
Darwin Núñez,82,11,8,16.3,90,80,72,78,46,86,Uruguay,Premier League,Liverpool,25,187,81,ST
Unai Núñez,77,1,0,1.4,69,24,51,51,77,78,Spain,La Liga,Celta Vigo,27,186,81,CB
Fabian Nürnberger,71,1,1,0.9,74,61,69,73,66,64,Germany,Bundesliga,Darmstadt 98,25,178,72,LM
Ethan Nwaneri,64,0,0,0.0,68,62,62,67,39,50,England,Premier League,Arsenal,17,176,70,CAM
Ørjan Nyland,76,0,0,0.0,76,75,77,75,47,74,Norway,La Liga,Sevilla,34,192,90,GK
M'Bala Nzola,78,3,3,4.5,88,74,60,75,29,82,Angola,Serie A,Fiorentina,28,185,82,ST
Christian Nørgaard,77,2,1,3.5,52,60,70,69,76,78,Denmark,Premier League,Brentford,30,187,77,CDM
Jake O'Brien,75,4,2,3.6,76,41,53,51,73,79,Republic of Ireland,Ligue 1,Lyon,23,197,84,CB
Mark O'Mahony,57,0,0,0.1,67,59,46,55,23,63,Republic of Ireland,Premier League,Brighton,19,180,79,ST
Dara O'Shea,74,3,4,0.7,67,33,55,58,75,76,Republic of Ireland,Premier League,Burnley,25,188,74,CB
Michael Obafemi,69,0,0,0.1,80,68,56,70,23,64,Republic of Ireland,Premier League,Burnley,24,169,71,ST
Adam Obert,69,0,0,0.1,64,44,62,65,70,64,Slovakia,Serie A,Cagliari,22,186,80,CB
Pedro Obiang,71,0,0,0.0,43,61,70,70,70,64,Equatorial Guinea,Serie A,Sassuolo,32,186,75,CDM
Jan Oblak,88,0,0,0.0,85,90,78,87,46,86,Slovenia,La Liga,Atlético Madrid,31,188,87,GK
Brian Ocampo,72,1,0,0.3,82,67,69,75,47,63,Uruguay,La Liga,Cádiz,25,175,74,LM
Jens Odgaard,73,2,0,1.5,73,73,68,72,42,77,Denmark,Serie A,Bologna,25,188,80,ST
Wilson Odobert,73,3,2,2.8,86,67,64,75,30,49,France,Premier League,Burnley,19,182,75,LM
Tim Oermann,69,0,0,0.1,76,34,55,60,70,68,Germany,Bundesliga,Bochum,20,187,76,CB
Chiedozie Ogbene,73,4,1,4.2,91,65,66,74,64,78,Republic of Ireland,Premier League,Luton Town,27,181,75,RB
Noah Okafor,78,6,2,3.8,88,77,72,83,31,73,Switzerland,Serie A,Milan,24,185,85,ST
David Okereke,74,0,0,0.2,83,71,56,76,26,65,Nigeria,Serie A,Torino,27,181,79,ST
Caleb Okoli,72,0,1,0.6,43,30,46,53,72,80,Italy,Serie A,Frosinone,23,191,91,CB
Maduka Okoye,74,0,0,0.0,73,72,68,78,24,74,Nigeria,Serie A,Udinese,25,198,94,GK
Masaya Okugawa,71,0,0,0.0,76,63,67,74,43,44,Japan,Bundesliga,Augsburg,28,177,68,LM
Joseph Okumu,74,1,0,1.5,78,41,56,63,73,77,Kenya,Ligue 1,Reims,27,193,75,CB
Michael Olakigbe,61,0,0,0.1,75,60,51,64,34,62,England,Premier League,Brentford,20,180,73,LM
Olasagasti,67,0,0,0.9,60,61,65,61,64,69,Spain,La Liga,Real Sociedad,24,176,74,CM
Finn Ole Becker,71,0,0,0.2,69,55,68,76,58,60,Germany,Bundesliga,Hoffenheim,24,177,71,CM
Mathias Olesen,66,0,0,0.0,70,46,62,66,59,68,Luxembourg,Bundesliga,Köln,23,188,78,CM
Michael Olise,82,10,6,5.5,80,77,82,84,53,56,France,Premier League,Crystal Palace,22,184,73,RM
Mathías Olivera,77,1,1,0.5,71,50,68,71,75,73,Uruguay,Serie A,Napoli,26,184,78,LB
Dani Olmo,84,4,5,3.3,73,77,82,87,50,57,Spain,Bundesliga,RB Leipzig,26,179,72,CAM
Robin Olsen,74,0,0,0.0,74,70,76,74,35,76,Sweden,Premier League,Aston Villa,34,198,89,GK
Warmed Omari,75,1,0,0.7,65,34,58,62,77,73,France,Ligue 1,Rennes,24,188,76,CB
Jonas Omlin,79,0,1,0.0,79,77,76,82,52,75,Switzerland,Bundesliga,Gladbach,30,190,85,GK
Andrew Omobamidele,71,0,0,0.1,71,27,52,56,71,75,Republic of Ireland,Premier League,Nott'ham Forest,22,188,74,CB
Amadou Onana,78,2,0,2.0,72,59,71,72,76,79,Belgium,Premier League,Everton,23,192,76,CDM
André Onana,83,0,0,0.0,83,75,87,86,61,79,Cameroon,Premier League,Manchester Utd,28,190,93,GK
Jean Onana,72,1,0,0.8,54,66,69,70,71,82,Cameroon,Ligue 1,Marseille,24,189,85,CM
Karim Onisiwo,73,1,3,2.3,75,71,63,71,50,83,Austria,Bundesliga,Mainz 05,32,188,88,ST
Tyler Onyango,59,0,0,0.0,51,45,57,56,53,75,England,Premier League,Everton,21,196,75,CM
Frank Onyeka,72,1,2,2.2,77,63,66,73,72,76,Nigeria,Premier League,Brentford,26,183,70,CM
Loïs Openda,85,24,7,22.1,93,84,69,81,31,79,Belgium,Bundesliga,RB Leipzig,24,177,75,ST
Christopher Operi,74,3,4,1.2,77,61,69,72,68,71,Côte d'Ivoire,Ligue 1,Le Havre,27,183,78,LB
Leon Opitz,60,0,0,0.0,67,57,54,60,34,54,Germany,Bundesliga,Werder Bremen,19,183,79,LM
Gift Orban,74,1,0,1.1,77,79,62,73,18,62,Nigeria,Ligue 1,Lyon,22,178,70,ST
Willi Orban,83,0,0,0.4,58,36,56,56,85,78,Hungary,Bundesliga,RB Leipzig,31,186,87,CB
Ivan Ordets,74,1,0,1.3,54,53,49,46,75,80,Ukraine,Bundesliga,Bochum,32,195,88,CB
Divock Origi,73,0,1,1.4,71,72,66,72,27,72,Belgium,Premier League,Nott'ham Forest,29,189,88,ST
Gaetano Oristanio,71,2,1,1.8,85,65,67,76,49,55,Italy,Serie A,Cagliari,21,174,62,CAM
Aimar Oroz,75,2,1,3.5,68,74,71,76,58,65,Spain,La Liga,Osasuna,22,177,72,CM
Riccardo Orsolini,81,10,2,7.4,79,80,78,83,49,67,Italy,Serie A,Bologna,27,183,83,RM
Stefan Ortega,81,0,0,0.0,79,77,86,84,52,81,Germany,Premier League,Manchester City,31,185,88,GK
Eneko Ortiz,63,0,0,0.0,73,26,53,57,58,63,Spain,La Liga,Alavés,21,180,75,LB
Ben Osborn,70,0,2,0.2,69,65,70,72,65,63,England,Premier League,Sheffield Utd,30,176,75,LB
Victor Osimhen,87,15,3,15.4,89,84,65,81,42,82,Nigeria,Serie A,Napoli,25,186,77,ST
Milutin Osmajić,70,0,0,0.1,78,72,56,62,37,77,Montenegro,La Liga,Cádiz,25,186,80,ST
Patrick Osterhage,74,2,1,1.4,76,60,68,73,72,75,Germany,Bundesliga,Bochum,24,186,75,CDM
William Osula,67,0,0,1.6,68,66,49,64,24,63,Denmark,Premier League,Sheffield Utd,21,192,81,ST
Dango Ouattara,74,1,2,2.6,85,68,65,77,47,57,Burkina Faso,Premier League,Bournemouth,22,177,71,LM
Kassoum Ouattara,69,1,0,1.3,77,41,60,68,63,68,France,Ligue 1,Monaco,19,176,73,LB
Alexandre Oukidja,73,0,0,0.0,72,70,70,73,47,74,Algeria,Ligue 1,Metz,36,184,80,GK
Azzedine Ounahi,75,2,0,1.0,64,63,73,77,63,66,Morocco,Ligue 1,Marseille,24,182,62,CM
Aiham Ousou,71,0,0,0.2,76,31,59,67,70,74,Syria,La Liga,Cádiz,24,186,78,CB
Mikel Oyarzabal,82,9,3,9.1,77,83,81,82,42,63,Spain,La Liga,Real Sociedad,27,181,79,ST
Anthony Oyono,66,0,1,0.1,69,36,55,61,61,66,Gabon,Serie A,Frosinone,23,183,74,RB
Salih Özcan,76,0,0,0.2,71,59,68,74,76,79,Turkey,Bundesliga,Dortmund,26,182,79,CDM
Cenk Özkacar,70,0,0,0.3,60,36,56,61,69,75,Turkey,La Liga,Valencia,23,187,85,CB
David Ozoh,63,0,0,0.0,65,53,56,64,60,71,England,Premier League,Crystal Palace,19,190,68,CDM
Willian Pacho,78,0,3,1.2,79,32,58,61,79,79,Ecuador,Bundesliga,Eint Frankfurt,22,186,81,CB
Simone Pafundi,69,0,0,0.0,77,65,67,76,46,53,Italy,Serie A,Udinese,18,166,64,CAM
Riccardo Pagano,62,0,0,0.1,55,55,62,64,46,37,Italy,Serie A,Roma,19,175,69,CAM
Pablo Pagis,65,0,0,0.1,61,66,47,64,21,56,France,Ligue 1,Lorient,21,180,70,ST
Exequiel Palacios,84,4,4,3.3,69,76,79,82,82,73,Argentina,Bundesliga,Leverkusen,25,178,69,CM
João Palhinha,85,4,1,3.3,52,68,72,74,85,90,Portugal,Premier League,Fulham,29,190,83,CDM
Nicolas Pallois,73,0,1,0.1,34,54,58,57,73,78,France,Ligue 1,Nantes,36,189,89,CB
Joaquín Panichelli,62,0,0,0.6,54,65,44,57,20,58,Argentina,La Liga,Alavés,21,187,82,ST
Antonios Papadopoulos,67,0,0,0.0,66,30,46,57,64,80,Germany,Bundesliga,Dortmund,25,185,83,CB
Merveille Papela,66,0,0,0.3,65,54,63,71,62,53,Germany,Bundesliga,Mainz 05,23,174,70,CM
Leart Paqarada,71,0,0,0.4,70,47,70,70,65,68,Kosovo,Bundesliga,Köln,29,184,76,LB
Lucas Paquetá,82,4,6,5.4,72,77,79,85,69,79,Brazil,Premier League,West Ham,27,180,72,LM
Aitor Paredes,77,1,0,1.2,72,36,49,56,78,75,Spain,La Liga,Athletic Club,24,186,79,CB
Kevin Paredes,73,3,0,3.0,78,59,66,78,58,49,United States,Bundesliga,Wolfsburg,21,175,61,LM
Leandro Paredes,78,3,5,3.3,62,64,83,78,71,77,Argentina,Serie A,Roma,30,180,75,CM
Fabiano Parisi,76,0,1,0.9,77,67,70,77,72,73,Italy,Serie A,Fiorentina,23,178,72,LB
Ben Parkinson,57,0,0,0.0,73,57,50,58,31,54,England,Premier League,Newcastle Utd,19,183,66,RW
Thomas Partey,82,0,0,0.4,62,71,80,77,79,82,Ghana,Premier League,Arsenal,31,185,77,CDM
Mario Pašalić,80,6,6,7.1,69,78,77,81,67,77,Croatia,Serie A,Atalanta,29,188,82,CM
Felix Passlack,69,2,2,0.9,72,63,65,71,64,71,Germany,Bundesliga,Bochum,26,172,70,RB
Patric,77,2,0,1.4,63,53,69,71,78,72,Spain,Serie A,Lazio,31,184,72,CB
Rui Patrício,76,0,0,0.0,78,76,77,75,55,74,Portugal,Serie A,Roma,36,190,84,GK
Nathan Patterson,71,0,2,0.3,75,46,60,69,69,70,Scotland,Premier League,Everton,22,183,80,RB
Benjamin Pavard,84,0,2,0.7,75,67,75,75,86,81,France,Serie A,Inter,28,186,81,CB
Leonardo Pavoletti,70,4,1,2.6,49,68,53,61,39,68,Italy,Serie A,Cagliari,35,188,85,ST
Martín Payero,73,2,2,1.5,70,65,73,76,63,73,Argentina,Serie A,Udinese,26,182,78,CM
Nicolás Paz,69,0,0,0.1,71,39,56,58,67,78,Argentina,La Liga,Real Madrid,21,180,79,CB
Myles Peart-Harris,64,0,0,0.0,72,61,63,65,52,71,England,Premier League,Brentford,21,187,70,CM
Sydie Peck,53,0,0,0.0,69,46,53,56,49,54,Wales,Premier League,Sheffield Utd,20,173,73,CM
Mads Pedersen,73,1,1,0.8,82,52,65,73,67,67,Denmark,Bundesliga,Augsburg,28,174,72,LB
Pedri,86,4,2,3.1,77,69,82,88,70,74,Spain,La Liga,Barcelona,21,174,60,CM
Pedro,76,1,1,1.5,64,72,74,84,36,50,Spain,Serie A,Lazio,37,169,64,RW
Adrià Pedrosa,76,1,4,0.7,90,60,69,78,69,73,Spain,La Liga,Sevilla,26,176,69,LB
Dženan Pejčinović,61,0,0,0.1,58,60,52,61,24,59,Germany,Bundesliga,Wolfsburg,19,188,78,ST
Pejiño,73,2,0,1.3,92,74,68,74,36,60,Spain,La Liga,Las Palmas,28,177,67,RM
Pietro Pellegri,68,1,1,1.0,56,68,54,67,21,61,Italy,Serie A,Torino,23,189,87,ST
Lorenzo Pellegrini,83,8,3,4.8,79,78,83,83,74,78,Italy,Serie A,Roma,28,186,77,CAM
Luca Pellegrini,75,1,0,0.2,71,54,66,76,71,58,Italy,Serie A,Lazio,25,178,72,LB
Andy Pelmard,71,0,0,0.3,85,34,60,70,70,76,France,Ligue 1,Clermont Foot,24,180,68,CB
Faris Pemi Moumbagna,74,3,1,1.7,89,72,57,68,29,81,Cameroon,Ligue 1,Marseille,24,185,78,ST
Iñaki Peña,73,0,0,0.0,72,68,77,73,35,72,Spain,La Liga,Barcelona,25,184,78,GK
Rubén Peña,75,0,2,0.9,72,69,70,73,72,65,Spain,La Liga,Osasuna,33,170,65,RB
Andreas Pereira,78,3,7,4.6,74,77,80,78,66,69,Brazil,Premier League,Fulham,28,177,70,CAM
Danilo Pereira,80,0,0,1.4,50,63,70,70,80,84,Portugal,Ligue 1,Paris S-G,33,188,83,CB
Mathias Pereira Lage,75,3,2,3.5,86,72,74,74,61,67,Portugal,Ligue 1,Brest,27,180,69,LW
Pedro Pereira,70,0,2,0.2,72,54,69,71,69,63,Portugal,Serie A,Monza,26,185,72,RM
Daniel Peretz,72,0,0,0.0,74,74,69,73,35,63,Israel,Bundesliga,Bayern Munich,24,190,89,GK
Roberto Pereyra,78,4,3,3.5,76,74,78,81,68,70,Argentina,Serie A,Udinese,33,182,76,CM
Ayoze Pérez,79,9,1,7.4,78,73,76,82,58,65,Spain,La Liga,Betis,31,178,72,LM
Carles Pérez,76,1,1,1.2,80,74,70,80,37,63,Spain,La Liga,Celta Vigo,26,173,75,RM
Kike Pérez,73,1,0,1.9,60,64,71,77,59,54,Spain,La Liga,Rayo Vallecano,27,184,80,CM
Nehuén Pérez,75,0,0,1.3,49,25,47,50,77,73,Argentina,Serie A,Udinese,24,184,75,CB
Simone Perilli,67,0,0,0.0,67,67,61,64,46,66,Italy,Serie A,Hellas Verona,29,195,85,GK
Mattia Perin,79,0,0,0.0,79,79,71,81,57,79,Italy,Serie A,Juventus,31,188,77,GK
Samuele Perisan,69,0,0,0.0,68,64,67,74,46,67,Italy,Serie A,Empoli,27,192,83,GK
Romain Perraud,74,0,1,0.0,69,72,73,74,71,71,France,Ligue 1,Nice,26,173,68,LB
Lucas Perrin,74,0,1,0.6,44,35,55,59,76,73,France,Ligue 1,Strasbourg,25,188,81,CB
Máximo Perrone,71,0,0,0.2,68,54,66,74,68,69,Argentina,La Liga,Las Palmas,21,178,64,CM
Pavao Pervan,73,0,0,0.0,72,73,69,75,30,70,Austria,Bundesliga,Wolfsburg,36,194,88,GK
Matteo Pessina,79,6,3,6.3,68,70,77,78,72,71,Italy,Serie A,Monza,27,187,77,CM
Andrea Petagna,73,1,1,1.6,47,73,67,72,35,78,Italy,Serie A,Cagliari,29,190,85,ST
Đorđe Petrović,79,0,0,0.0,79,78,73,81,41,77,Serbia,Premier League,Chelsea,24,194,88,GK
Jens Petter Hauge,71,0,0,0.1,78,67,65,74,40,64,Norway,Bundesliga,Eint Frankfurt,24,184,75,LW
Germán Pezzella,77,1,0,2.0,54,49,52,57,79,75,Argentina,La Liga,Betis,33,187,82,CB
Giuseppe Pezzella,71,0,0,0.2,67,56,66,68,68,70,Italy,Serie A,Empoli,26,187,81,LB
Luca Pfeiffer,69,1,4,4.6,45,68,50,61,33,80,Germany,Bundesliga,Darmstadt 98,28,196,94,ST
Patric Pfeiffer,72,0,1,0.5,71,35,47,57,70,77,Germany,Bundesliga,Augsburg,25,196,91,CB
Maximilian Philipp,71,1,0,0.5,72,73,69,76,42,58,Germany,Bundesliga,Freiburg,30,183,79,ST
Kamil Piątkowski,73,0,0,0.8,80,47,64,68,70,82,Poland,La Liga,Granada,24,191,87,CB
Florian Pick,69,0,1,0.3,77,61,61,74,29,50,Germany,Bundesliga,Heidenheim,29,176,72,RM
Jordan Pickford,83,0,0,0.0,83,78,88,87,53,80,England,Premier League,Everton,30,185,77,GK
Amos Pieper,74,0,0,0.5,63,32,52,52,77,75,Germany,Bundesliga,Werder Bremen,26,192,86,CB
Marvin Pieringer,72,3,3,2.3,69,70,58,68,30,78,Germany,Bundesliga,Heidenheim,24,191,82,ST
Santiago Pierotti,68,0,2,0.5,67,67,65,71,61,67,Argentina,Serie A,Lecce,23,189,83,RW
Niccolò Pierozzi,69,1,0,0.2,73,63,65,72,65,65,Italy,Serie A,Salernitana,23,184,75,RB
Andrea Pinamonti,73,11,1,8.9,70,75,53,71,27,71,Italy,Serie A,Sassuolo,25,188,72,ST
Ethan Pinnock,79,2,0,2.0,67,36,56,61,81,83,Jamaica,Premier League,Brentford,31,194,79,CB
Carlo Pinsoglio,72,0,0,0.0,72,71,62,74,42,73,Italy,Serie A,Juventus,34,194,85,GK
Lorenzo Pirola,71,1,0,0.9,64,42,52,58,72,64,Italy,Serie A,Salernitana,22,185,79,CB
Niccolò Pisilli,65,0,0,0.0,53,59,65,63,59,52,Italy,Serie A,Roma,19,180,75,CM
Tommaso Pobega,74,0,0,0.2,74,76,71,75,75,78,Italy,Serie A,Milan,25,188,75,CM
Ole Pohlmann,69,0,0,0.1,71,63,69,73,52,70,Germany,Bundesliga,Dortmund,23,183,80,CM
Matteo Politano,80,8,7,7.1,80,78,78,83,42,54,Italy,Serie A,Napoli,31,171,65,RW
Julien Ponceau,74,3,2,3.3,76,64,72,78,55,59,France,Ligue 1,Lorient,23,170,62,CAM
Marin Pongračić,75,0,0,1.2,61,26,52,62,75,75,Croatia,Serie A,Lecce,27,193,85,CB
Nick Pope,83,0,0,0.0,82,82,75,85,49,82,England,Premier League,Newcastle Utd,32,199,76,GK
Pedro Porro,83,3,7,2.9,82,73,80,81,78,77,Spain,Premier League,Tottenham,25,173,69,RB
Stefan Posch,78,1,2,1.2,75,55,68,65,79,75,Austria,Serie A,Bologna,27,190,82,RB
Yussuf Poulsen,77,5,2,5.7,72,71,67,74,56,80,Denmark,Bundesliga,RB Leipzig,30,192,84,ST
Beñat Prados,76,0,0,0.5,70,62,74,76,75,76,Spain,La Liga,Athletic Club,23,180,72,CM
Matteo Prati,72,1,1,2.0,59,65,72,71,69,68,Italy,Serie A,Cagliari,20,185,75,CDM
Abdón Prats,73,6,1,3.2,68,75,61,73,29,67,Spain,La Liga,Mallorca,31,181,81,ST
Grischa Prömel,76,4,5,3.8,64,73,70,73,75,80,Germany,Bundesliga,Hoffenheim,29,184,81,CM
Ivan Provedel,83,0,0,0.0,84,79,80,85,42,84,Italy,Serie A,Lazio,30,192,84,GK
Gustavo Puerta,65,0,0,0.1,65,58,62,66,59,60,Colombia,Bundesliga,Leverkusen,21,173,70,CM
Arnau Puigmal,70,0,0,0.0,67,62,71,72,57,51,Spain,La Liga,Almería,23,174,69,RM
Christian Pulisic,83,12,8,8.0,88,82,78,86,37,63,United States,Serie A,Milan,25,177,69,RW
George Pușcaș,67,0,0,2.1,67,67,53,64,36,72,Romania,Serie A,Genoa,28,188,78,ST
Jarell Quansah,75,2,0,1.0,74,34,59,68,74,77,England,Premier League,Liverpool,21,190,80,CB
Uroš Račić,72,1,1,0.8,57,68,72,71,70,79,Serbia,Serie A,Sassuolo,26,193,81,CM
Aleksandar Radovanović,69,0,0,0.0,40,29,50,50,68,77,Serbia,La Liga,Almería,30,189,83,CB
Boris Radunović,70,0,0,0.0,73,65,68,75,40,68,Serbia,Serie A,Cagliari,28,194,84,GK
Hamza Rafia,67,1,0,0.8,60,67,68,74,34,63,Tunisia,Serie A,Lecce,25,178,75,CM
Luca Raimund,62,0,0,0.9,69,56,61,62,44,54,Germany,Bundesliga,Stuttgart,19,188,76,CAM
Predrag Rajković,78,0,0,0.0,77,76,74,81,25,79,Serbia,La Liga,Mallorca,28,191,85,GK
Ivan Rakitić,80,2,1,1.3,48,79,83,77,74,70,Croatia,La Liga,Sevilla,36,184,78,CM
Ylber Ramadani,70,1,0,1.0,54,58,60,64,68,77,Albania,Serie A,Lecce,28,185,72,CDM
Largie Ramazani,71,3,5,4.7,87,64,62,75,33,57,Belgium,La Liga,Almería,23,167,55,RM
Chris Ramos,75,5,1,10.1,80,73,64,73,35,68,Spain,La Liga,Cádiz,27,190,82,ST
Gonçalo Ramos,79,11,1,10.9,76,77,64,77,47,81,Portugal,Ligue 1,Paris S-G,23,185,82,ST
Aaron Ramsdale,81,0,0,0.0,81,79,85,83,48,78,England,Premier League,Arsenal,26,191,77,GK
Aaron Ramsey,74,0,0,0.3,45,68,77,77,65,61,Wales,Premier League,Burnley,33,183,76,CM
Jacob Ramsey,78,1,1,2.2,78,75,73,80,68,74,England,Premier League,Aston Villa,23,180,72,LM
Luca Ranieri,74,2,1,0.9,70,41,59,68,77,63,Italy,Serie A,Fiorentina,25,187,76,CB
Filippo Ranocchia,72,0,0,0.2,74,69,73,74,62,74,Italy,Serie A,Empoli,23,184,76,CM
Raphinha,84,6,9,7.4,91,79,78,86,53,73,Brazil,La Liga,Barcelona,27,176,68,RW
